Year,Region,Median Rent,Geometric Mean Rent,Upper Quartile Rent,Lower Quartile Rent,Log Std Dev Weekly Rent,Total Sentences
2003,Taranaki Region,194.74019607843138,191.69607843137257,240.72058823529412,156.38235294117646,0.36196078431372547,3663.0
2003,Waikato Region,194.74019607843138,191.69607843137257,240.72058823529412,156.38235294117646,0.36196078431372547,5341.0
2003,Wellington Region,194.74019607843138,191.69607843137257,240.72058823529412,156.38235294117646,0.36196078431372547,3273.5
2004,ALL,207.73039215686273,204.27941176470588,254.25980392156865,167.12745098039218,0.34,77078.0
2004,Auckland Region,207.73039215686273,204.27941176470588,254.25980392156865,167.12745098039215,0.34,7696.0
2004,Bay of Plenty Region,207.73039215686273,204.27941176470588,254.25980392156865,167.12745098039215,0.34,4684.0
2004,Canterbury Region,207.73039215686273,204.27941176470588,254.25980392156865,167.12745098039218,0.34,6715.0
2004,Gisborne Region,207.73039215686273,204.27941176470588,254.25980392156865,167.12745098039218,0.34,5791.0
2004,Manawatu-Wanganui Region,207.73039215686273,204.27941176470588,254.25980392156865,167.12745098039218,0.34,3508.0
2004,Marlborough Region,207.73039215686273,204.27941176470588,254.25980392156865,167.12745098039218,0.34,3030.0
2004,Northland Region,207.73039215686273,204.27941176470588,254.25980392156865,167.12745098039218,0.34,3979.0
2004,Otago Region,207.73039215686273,204.27941176470588,254.25980392156865,167.12745098039218,0.34,3769.0
2004,Southland Region,207.73039215686273,204.27941176470588,254.25980392156865,167.12745098039218,0.34,3104.0
2004,Taranaki Region,207.73039215686273,204.27941176470588,254.25980392156865,167.12745098039218,0.34,4172.0
2004,Waikato Region,207.73039215686273,204.27941176470588,254.25980392156865,167.12745098039218,0.34,5595.0
2004,Wellington Region,207.73039215686273,204.27941176470588,254.25980392156865,167.12745098039215,0.34,3138.5
2005,ALL,219.2107843137255,214.95098039215685,267.6617647058824,175.2843137254902,0.34122549019607845,79307.0
2005,Auckland Region,219.2107843137255,214.95098039215685,267.6617647058824,175.2843137254902,0.34122549019607845,8242.0
2005,Bay of Plenty Region,219.2107843137255,214.95098039215685,267.6617647058824,175.2843137254902,0.34122549019607845,4596.0
2005,Canterbury Region,219.2107843137255,214.95098039215685,267.6617647058824,175.2843137254902,0.34122549019607845,7172.0
2005,Gisborne Region,219.2107843137255,214.95098039215685,267.6617647058824,175.2843137254902,0.34122549019607845,5583.0
2005,Manawatu-Wanganui Region,219.2107843137255,214.95098039215685,267.6617647058824,175.2843137254902,0.34122549019607845,3848.0
2005,Marlborough Region,219.2107843137255,214.95098039215685,267.6617647058824,175.2843137254902,0.34122549019607845,3271.0
2005,Northland Region,219.2107843137255,214.95098039215685,267.6617647058824,175.2843137254902,0.34122549019607845,3985.0
2005,Otago Region,219.2107843137255,214.95098039215685,267.6617647058824,175.2843137254902,0.34122549019607845,3677.0
2005,Southland Region,219.2107843137255,214.95098039215685,267.6617647058824,175.2843137254902,0.34122549019607845,2924.0
2005,Taranaki Region,219.2107843137255,214.95098039215685,267.6617647058824,175.2843137254902,0.34122549019607845,4098.0
2005,Waikato Region,219.2107843137255,214.95098039215685,267.6617647058824,175.2843137254902,0.34122549019607845,5979.0
2005,Wellington Region,219.2107843137255,214.95098039215685,267.6617647058824,175.2843137254902,0.34122549019607845,3235.5
2006,ALL,232.80882352941177,227.58823529411765,284.0686274509804,184.84803921568627,0.34377450980392155,78519.0
2006,Auckland Region,232.80882352941177,227.58823529411765,284.0686274509804,184.84803921568627,0.34377450980392155,8215.0
2006,Bay of Plenty Region,232.80882352941177,227.58823529411765,284.0686274509804,184.84803921568627,0.34377450980392155,4553.0
2006,Canterbury Region,232.80882352941177,227.58823529411765,284.0686274509804,184.84803921568627,0.34377450980392155,7042.0
2006,Gisborne Region,232.80882352941177,227.58823529411765,284.0686274509804,184.84803921568627,0.34377450980392155,5352.0
2006,Manawatu-Wanganui Region,232.80882352941177,227.58823529411765,284.0686274509804,184.84803921568627,0.34377450980392155,4017.0
2006,Marlborough Region,232.80882352941177,227.58823529411765,284.0686274509804,184.84803921568627,0.34377450980392155,3270.0
2006,Northland Region,232.80882352941177,227.58823529411765,284.0686274509804,184.84803921568627,0.34377450980392155,3908.0
2006,Otago Region,232.80882352941177,227.58823529411765,284.0686274509804,184.84803921568627,0.34377450980392155,3761.0
2006,Southland Region,232.80882352941177,227.58823529411765,284.0686274509804,184.84803921568627,0.34377450980392155,2802.0
2006,Taranaki Region,232.80882352941177,227.58823529411765,284.0686274509804,184.84803921568627,0.34377450980392155,3957.0
2006,Waikato Region,232.80882352941177,227.58823529411765,284.0686274509804,184.84803921568627,0.34377450980392155,5784.0
2006,Wellington Region,232.80882352941177,227.58823529411765,284.0686274509804,184.84803921568627,0.34377450980392155,3162.0
2007,ALL,250.65686274509807,244.77450980392157,304.53921568627453,199.2058823529412,0.3431372549019608,81972.0
2007,Auckland Region,250.65686274509807,244.77450980392157,304.53921568627453,199.2058823529412,0.3431372549019608,8627.5
2007,Bay of Plenty Region,250.65686274509807,244.77450980392157,304.53921568627453,199.2058823529412,0.3431372549019608,4909.0
2007,Canterbury Region,250.65686274509807,244.77450980392157,304.53921568627453,199.2058823529412,0.3431372549019608,7408.0
2007,Gisborne Region,250.65686274509807,244.77450980392157,304.53921568627453,199.2058823529412,0.3431372549019608,5694.0
2007,Manawatu-Wanganui Region,250.65686274509807,244.77450980392157,304.53921568627453,199.2058823529412,0.3431372549019608,4207.0
2007,Marlborough Region,250.65686274509807,244.77450980392157,304.53921568627453,199.2058823529412,0.3431372549019608,3277.0
2007,Northland Region,250.65686274509807,244.77450980392157,304.53921568627453,199.2058823529412,0.3431372549019608,3999.0
2007,Otago Region,250.65686274509807,244.77450980392157,304.53921568627453,199.2058823529412,0.3431372549019608,3810.0
2007,Southland Region,250.65686274509807,244.77450980392157,304.53921568627453,199.2058823529412,0.3431372549019608,3072.0
2007,Taranaki Region,250.65686274509807,244.77450980392157,304.53921568627453,199.2058823529412,0.3431372549019608,4042.0
2007,Waikato Region,250.65686274509807,244.77450980392157,304.53921568627453,199.2058823529412,0.3431372549019608,6051.0
2007,Wellington Region,250.65686274509807,244.77450980392157,304.53921568627453,199.2058823529412,0.3431372549019608,3245.5
2008,ALL,265.2352941176471,259.36764705882354,322.8235294117647,211.4558823529412,0.33946078431372545,88402.0
2008,Auckland Region,265.2352941176471,259.36764705882354,322.8235294117647,211.4558823529412,0.33946078431372545,9144.5
2008,Bay of Plenty Region,265.2352941176471,259.36764705882354,322.8235294117647,211.4558823529412,0.33946078431372545,5068.0
2008,Canterbury Region,265.2352941176471,259.36764705882354,322.8235294117647,211.4558823529412,0.33946078431372545,8714.0
2008,Gisborne Region,265.2352941176471,259.36764705882354,322.8235294117647,211.4558823529412,0.33946078431372545,5955.0
2008,Manawatu-Wanganui Region,265.2352941176471,259.36764705882354,322.8235294117647,211.4558823529412,0.33946078431372545,4385.0
2008,Marlborough Region,265.2352941176471,259.36764705882354,322.8235294117647,211.4558823529412,0.33946078431372545,3693.0
2008,Northland Region,265.2352941176471,259.36764705882354,322.8235294117647,211.4558823529412,0.33946078431372545,4640.0
2008,Otago Region,265.2352941176471,259.36764705882354,322.8235294117647,211.4558823529412,0.33946078431372545,3954.0
2008,Southland Region,265.2352941176471,259.36764705882354,322.8235294117647,211.4558823529412,0.33946078431372545,3189.0
2008,Taranaki Region,265.2352941176471,259.36764705882354,322.8235294117647,211.4558823529412,0.33946078431372545,4163.0
2008,Waikato Region,265.2352941176471,259.36764705882354,322.8235294117647,211.4558823529412,0.33946078431372545,6140.0
2008,Wellington Region,265.2352941176471,259.36764705882354,322.8235294117647,211.4558823529412,0.33946078431372545,3651.5
2009,ALL,268.25,262.39215686274514,325.46078431372547,215.6813725490196,0.33504901960784317,95070.0
2009,Auckland Region,268.25,262.39215686274514,325.46078431372547,215.6813725490196,0.33504901960784317,9890.5
2009,Bay of Plenty Region,268.25,262.39215686274514,325.46078431372547,215.6813725490196,0.33504901960784317,5671.0
2009,Canterbury Region,268.25,262.39215686274514,325.46078431372547,215.6813725490196,0.33504901960784317,9661.0
2009,Gisborne Region,268.25,262.39215686274514,325.46078431372547,215.6813725490196,0.33504901960784317,6019.0
2009,Manawatu-Wanganui Region,268.25,262.39215686274514,325.46078431372547,215.6813725490196,0.33504901960784317,4450.0
2009,Marlborough Region,268.25,262.39215686274514,325.46078431372547,215.6813725490196,0.33504901960784317,3739.0
2009,Northland Region,268.25,262.39215686274514,325.46078431372547,215.6813725490196,0.33504901960784317,5300.0
2009,Otago Region,268.25,262.39215686274514,325.46078431372547,215.6813725490196,0.33504901960784317,4031.0
2009,Southland Region,268.25,262.39215686274514,325.46078431372547,215.6813725490196,0.33504901960784317,3180.0
2009,Taranaki Region,268.25,262.39215686274514,325.46078431372547,215.6813725490196,0.33504901960784317,4630.0
2009,Waikato Region,268.25,262.39215686274514,325.46078431372547,215.6813725490196,0.33504901960784317,6845.0
2009,Wellington Region,268.25,262.39215686274514,325.46078431372547,215.6813725490196,0.33504901960784317,3942.0
2010,ALL,273.75,267.2450980392157,331.55392156862746,219.82843137254903,0.3348039215686274,99768.0
2010,Auckland Region,273.75,267.2450980392157,331.55392156862746,219.82843137254903,0.3348039215686274,10307.5
2010,Bay of Plenty Region,273.75,267.2450980392157,331.55392156862746,219.82843137254903,0.3348039215686274,6135.5
2010,Canterbury Region,273.75,267.2450980392157,331.55392156862746,219.82843137254903,0.3348039215686274,9860.0
2010,Gisborne Region,273.75,267.2450980392157,331.55392156862746,219.82843137254903,0.3348039215686274,6544.0
2010,Manawatu-Wanganui Region,273.75,267.2450980392157,331.55392156862746,219.82843137254903,0.3348039215686274,4540.0
2010,Marlborough Region,273.75,267.2450980392157,331.55392156862746,219.82843137254903,0.3348039215686274,4061.0
2010,Northland Region,273.75,267.2450980392157,331.55392156862746,219.82843137254903,0.3348039215686274,4684.0
2010,Otago Region,273.75,267.2450980392157,331.55392156862746,219.82843137254903,0.3348039215686274,4261.0
2010,Southland Region,273.75,267.2450980392157,331.55392156862746,219.82843137254903,0.3348039215686274,3512.0
2010,Taranaki Region,273.75,267.2450980392157,331.55392156862746,219.82843137254903,0.3348039215686274,4908.0
2010,Waikato Region,273.75,267.2450980392157,331.55392156862746,219.82843137254903,0.3348039215686274,7424.0
2010,Wellington Region,273.75,267.2450980392157,331.55392156862746,219.82843137254903,0.3348039215686274,4186.0
2011,ALL,281.96568627450984,275.39215686274514,341.4950980392157,226.26960784313724,0.3348039215686274,95402.0
2011,Auckland Region,281.96568627450984,275.39215686274514,341.4950980392157,226.26960784313727,0.3348039215686274,9798.5
2011,Bay of Plenty Region,281.96568627450984,275.39215686274514,341.4950980392157,226.26960784313727,0.3348039215686274,5880.0
2011,Canterbury Region,281.96568627450984,275.39215686274514,341.4950980392157,226.26960784313724,0.3348039215686274,9739.0
2011,Gisborne Region,281.96568627450984,275.39215686274514,341.4950980392157,226.26960784313724,0.3348039215686274,6067.0
2011,Manawatu-Wanganui Region,281.96568627450984,275.39215686274514,341.4950980392157,226.26960784313724,0.3348039215686274,4512.0
2011,Marlborough Region,281.96568627450984,275.39215686274514,341.4950980392157,226.26960784313724,0.3348039215686274,4007.0
2011,Northland Region,281.96568627450984,275.39215686274514,341.4950980392157,226.26960784313724,0.3348039215686274,5098.0
